Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Скирда,Людмила,Гаврилівна,Жіноча,05-11-1995,Астронавт,хутір Шумськ,"сквер Вапняний 2-й, буд. 45, Хоростків, 94070",464 06 73,antonchernenko@example.org
Бебешко,Ольга,Борисівна,Жіноча,25-12-1999,Кіноактор,село Оріхів,"узвіз Авангардна, буд. 9, Ямпіль, 10331",+380 38 824-57-90,havrylyshynvladyslav@example.org
Супруненко,Надія,Тимофіївна,Жіноча,24-12-1972,Доцент,місто Татарбунари,"сквер Вірського, буд. 260 кв. 263, Баранівка, 54331",421 64 24,bkonoplenko@example.org
Тесля,Ірина,Охрімівна,Жіноча,23-10-1981,Режисер,селище Костопіль,"набережна Вапняна, буд. 154 кв. 996, Рава-Руська, 27605",038 891 88 25,khrystyna14@example.net
Удовиченко,Єва,Спасівна,Жіноча,05-09-1951,Бібліотекар,місто Кривий Ріг,"шосе 19-й км Старокиївської дороги, буд. 4, Львів, 25139",052 590-11-89,riaboshapkasviatoslava@example.net
Ващенко-Захарченко,Богуслава,Зорянівна,Жіноча,10-06-1993,Патологоанатом,селище Олевськ,"парк Спаський, буд. 74, Могилів-Подільський, 46402",+380 73 885-06-63,zhuravelfedir@example.net
Лаба,Софія,Вікторівна,Жіноча,25-07-1969,Няня,хутір Красилів,"проспект Лиманчик 2-й Лінія 5-та, буд. 46, Балаклія, 88787",+380 (62) 469-88-24,vlokhiarema@example.com
Данченко,Богданна,Гордіївна,Жіноча,14-07-1960,Астронавт,село Токмак,"шосе Окружна, буд. 9, Броди, 76131",459 19 50,hgerega@example.net
Юрченко,Пріска,Богуславівна,Жіноча,30-08-1960,Археолог,хутір Косів,"проспект Сергія Ейзенштейна, буд. 0, Калинівка, 23449",+380 70 525-49-41,ibabak@example.net
Цушко,Аніта,Бориславівна,Жіноча,10-07-1961,Гірник,місто Сіверськ,"сквер Педагогічна, буд. 7, Токмак, 84216",+380 08 503-12-89,xisaienko@example.com
Єрьоменко,Едита,Зорянівна,Жіноча,14-04-1966,Соціолог,місто Іллінці,"проспект Гетьманський, буд. 054, Мерефа, 35494",+380 98 207-68-85,bohuslavatsybulenko@example.org
Сіробаба,Тереза,Германівна,Жіноча,10-08-1985,Реабілітолог,місто Покров,"проспект Дальній, буд. 242 кв. 2, Знам'янка, 94322",049 812 10 76,prykhodkopylyp@example.net
Бабко,Тереза,Ростиславівна,Жіноча,18-02-1992,Ветеринар,селище Герца,"узвіз Старокінний, буд. 2 кв. 64, Новий Буг, 66940",085 467-72-64,kamilla92@example.org
Шиян,Тетяна,Богодарівна,Жіноча,20-04-1942,Бібліограф,село Молочанськ,"парк Хімічна, буд. 67 кв. 3, Косів, 93139",+380 58 666-44-09,vasylynakorsun@example.net
Дурдинець,Лілія,Лукʼянівна,Жіноча,24-11-1996,Нотаріус,село Дубляни,"проспект Десятого квітня, буд. 1, Калинівка, 23832",+380 (40) 918-76-62,vvashchuk@example.org
Деркач,Галина,Владиславівна,Жіноча,25-02-1945,Клоун,селище Баранівка,"набережна Куликовський 2-й, буд. 7, Добропілля, 68419",398 37 96,vasylashkooksana@example.com
Габелко,Дарина,Михайлівна,Жіноча,27-08-1991,Каскадер,хутір Світловодськ,"сквер Пересипська 7-ма, буд. 5 кв. 57, Липовець, 48605",+380 19 330 63 01,ielysavetakomar@example.net
Байда,Віолетта,Олександрівна,Жіноча,04-11-1942,Стоматолог,хутір Марганець,"сквер Василя Кандинського 3-й, буд. 5, Лебедин, 21135",+380 79 853 86 27,ehuk@example.com
Авраменко,Валентина,Пилипівна,Жіноча,17-06-1995,Музичний редактор,село Зимогір'я,"набережна Щоглова, буд. 36 кв. 35, Сновськ, 85898",+380 81 065 25 76,pbebeshko@example.com
Симоненко,Богуслава,Ааронівна,Жіноча,11-03-1940,Вчитель,село Рівне,"набережна Польська, буд. 46 кв. 1, Кам'янець-Подільський, 17048",054 966-02-99,sviatoslava71@example.org
Каденюк,Ярина,Максимівна,Жіноча,02-04-1982,Палеонтолог,хутір Решетилівка,"узвіз Жолкова Бориса, буд. 47, Горохів, 28155",+380 06 297-32-85,ruslandanylchuk@example.com
Орлик,Володимира,Вікторівна,Жіноча,14-03-1966,Кур'єр,селище Таврійськ,"шосе Газовий, буд. 86, Вовчанськ, 52346",+380 09 070-59-00,oksana23@example.org
Юрчук,Роксолана,Леонідівна,Жіноча,11-12-1971,Каскадер,хутір Камінь-Каширський,"вулиця Донецька, буд. 180 кв. 572, Бахмач, 31487",+380 68 446-12-70,rostyslavpoltavets@example.org
Юрчишин,Златослава,Леопольдівна,Жіноча,13-11-1947,Круп'є,селище Марганець,"площа Західний 2-й, буд. 7 кв. 033, Монастириська, 69447",+380 78 155-89-13,korolenkoprokhir@example.net
Яковенко,Данна,Степанівна,Жіноча,10-06-1968,Сантехнік,місто Балта,"шосе Бєлякова, буд. 470, Сокаль, 08854",026 430 93 28,ivanenkovasylyna@example.net
Іващенко,Ірина,Борисівна,Жіноча,11-10-1973,Каскадер,місто Трускавець,"узвіз Андрія Гулого-Гуленка, буд. 654, Здолбунів, 06123",409-05-11,ttkach@example.org
Гайдамака,Ірина,Віталіївна,Жіноча,26-03-2000,Соціолог,місто Кальміуське,"провулок Миколи Бурачека, буд. 5 кв. 61, Бровари, 70019",002 288-45-30,iaryna57@example.org
Швайка,Ярослава,Опанасівна,Жіноча,23-10-1999,Економіст,село Костопіль,"сквер Чорноморський 13-й, буд. 828 кв. 924, Світлодарськ, 39274",+380 (71) 390-79-23,vbabarychenko@example.net
Яремків,Пріска,Юстимівна,Жіноча,31-08-1972,Пілот,селище Ланівці,"сквер Балтський 4-й, буд. 8 кв. 3, Ямпіль, 06301",+380 33 522-02-14,demyd62@example.org
Вдовиченко,Віра,Устимівна,Жіноча,29-04-1942,Психолог,місто Мостиська,"узвіз Маразліївська, буд. 33, Світловодськ, 25167",+380 85 102-70-92,bohuslav69@example.com
Гриценко,Володимира,Максимівна,Жіноча,25-08-1975,Петрограф,селище Сарни,"шосе Кар’єрна, буд. 414 кв. 708, Новий Розділ, 68565",+380 64 388-93-85,fzinchuk@example.org
Лупій,Соломія,Лукʼянівна,Жіноча,27-03-1947,Продюсер,хутір Золоте,"сквер Пiвденний, буд. 062 кв. 514, Алчевськ, 95535",274-32-17,ielysei69@example.org
Семенченко,Ярина,Демʼянівна,Жіноча,20-11-1993,Єгер,село Миронівка,"вулиця Морехідний, буд. 9, Татарбунари, 68958",920-02-29,odarkavashchenko-zakharchenko@example.net
Байрак,Алла,Іванівна,Жіноча,19-04-1981,Візажист,селище Шахтарськ,"набережна Преображенська, буд. 61, Мала Виска, 45970",081 885 85 96,venedykt58@example.com
Малишко,Орина,Андріївна,Жіноча,29-12-1982,Мовознавець,селище Тернопіль,"провулок Олександра Ройтбурда, буд. 332, Боково-Хрустальне, 85947",+380 50 921-79-15,khrystychanton@example.org
Єрьоменко,Едита,Андріївна,Жіноча,21-11-1952,Етнограф,селище Херсон,"вулиця Ковиловий, буд. 3 кв. 7, Судак, 42001",217-04-74,yvalenko@example.net
Козаченко,Ада,Назарівна,Жіноча,24-02-1973,Дипломат,селище Отаманівка,"сквер Юрія Кондратюка, буд. 1 кв. 410, Алмазна, 27674",144-00-03,zhurbabohuslava@example.net
Журавель,Маруся,Тарасівна,Жіноча,08-04-1995,Електрик,місто Рогатин,"площа Успенська, буд. 5 кв. 36, Виноградів, 69313",+380 63 631-78-95,bezditkolukian@example.org
Якимчук,Василина,Юстимівна,Жіноча,25-07-2002,Круп'є,хутір Українка,"шосе Василя Кандинського, буд. 72 кв. 2, Обухів, 73524",977 04 40,tytarenkoandrii@example.net
Рудик,Емілія,Захарівна,Жіноча,16-02-1987,Слідчий,село Фастів,"площа Сміливий, буд. 28, Тлумач, 90413",+380 04 366-81-96,larysa76@example.com
Гоголь,Марта,Геннадіївна,Жіноча,05-06-1996,Фізик,хутір Ірміно,"парк Бригадна, буд. 8 кв. 39, Балта, 54420",089 109 72 11,lhaidenko@example.net
